person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,age_group,income_bracket,loan_to_income_pct,dti_risk_band,loan_status_label,has_prior_default,credit_hist_ratio,predicted_default_probability,predicted_risk_tier
25,200000,MORTGAGE,2.0,DEBTCONSOLIDATION,B,15500,11.99,0,0.08,N,2,18-25,150K+,7.75,Very Low,Non-Default,0,0.25,0.1563,Very Low
24,200000,RENT,8.0,EDUCATION,A,10000,8.49,0,0.05,N,4,18-25,150K+,5.0,Very Low,Non-Default,0,0.57,0.1028,Very Low
24,66000,RENT,3.0,EDUCATION,B,25000,9.91,1,0.38,N,2,18-25,50-75K,37.88,High,Default,0,0.29,0.9747,Very High
22,66000,RENT,6.0,EDUCATION,C,25000,13.06,1,0.38,Y,3,18-25,50-75K,37.88,High,Default,1,0.6,0.9642,Very High
22,200000,MORTGAGE,6.0,DEBTCONSOLIDATION,A,9000,6.17,0,0.04,N,4,18-25,150K+,4.5,Very Low,Non-Default,0,0.8,0.0517,Very Low
25,200000,RENT,5.0,EDUCATION,D,18000,16.32,0,0.09,N,3,18-25,150K+,9.0,Very Low,Non-Default,0,0.38,0.4591,Moderate
25,200000,MORTGAGE,2.0,VENTURE,B,12000,10.38,0,0.06,N,2,18-25,150K+,6.0,Very Low,Non-Default,0,0.25,0.031,Very Low
25,200000,MORTGAGE,9.0,PERSONAL,C,23050,14.35,0,0.12,N,3,18-25,150K+,11.52,Low,Non-Default,0,0.38,0.1253,Very Low
24,200000,MORTGAGE,8.0,DEBTCONSOLIDATION,B,20000,10.99,0,0.1,N,3,18-25,150K+,10.0,Very Low,Non-Default,0,0.43,0.147,Very Low
24,60000,RENT,2.0,DEBTCONSOLIDATION,E,25000,16.82,1,0.42,Y,2,18-25,50-75K,41.67,Very High,Default,1,0.29,0.9907,Very High
21,14400,OWN,0.0,HOMEIMPROVEMENT,B,3000,10.99,1,0.21,N,4,18-25,<25K,20.83,Moderate,Default,0,1.0,0.9639,Very High
26,66996,RENT,10.0,PERSONAL,D,25000,15.21,1,0.37,Y,2,26-35,50-75K,37.32,High,Default,1,0.22,0.9567,Very High
23,67000,RENT,3.0,EDUCATION,A,25000,7.9,1,0.37,N,4,18-25,50-75K,37.31,High,Default,0,0.67,0.975,Very High
24,67000,RENT,2.0,VENTURE,B,25000,10.99,1,0.37,N,3,18-25,50-75K,37.31,High,Default,0,0.43,0.9528,Very High
24,68000,RENT,5.0,PERSONAL,D,25000,14.09,1,0.37,Y,3,18-25,50-75K,36.76,High,Default,1,0.43,0.9648,Very High
25,69000,RENT,9.0,PERSONAL,D,25000,17.49,1,0.36,N,2,18-25,50-75K,36.23,High,Default,0,0.25,0.9631,Very High
25,200000,MORTGAGE,0.0,EDUCATION,B,12000,11.48,0,0.06,N,3,18-25,150K+,6.0,Very Low,Non-Default,0,0.38,0.1521,Very Low
26,188000,MORTGAGE,10.0,VENTURE,E,20000,17.74,1,0.11,N,2,26-35,150K+,10.64,Low,Default,0,0.22,0.4979,Moderate
26,200000,MORTGAGE,4.0,PERSONAL,C,3000,13.92,0,0.01,N,3,26-35,150K+,1.5,Very Low,Non-Default,0,0.33,0.1784,Very Low
25,69996,RENT,9.0,EDUCATION,D,25000,15.21,1,0.36,N,3,18-25,50-75K,35.72,High,Default,0,0.38,0.9725,Very High
22,14400,OWN,2.0,MEDICAL,B,4000,10.99,1,0.28,N,3,18-25,<25K,27.78,Moderate,Default,0,0.6,0.9723,Very High
24,70000,RENT,3.0,EDUCATION,B,25000,11.86,1,0.36,N,4,18-25,50-75K,35.71,High,Default,0,0.57,0.9815,Very High
24,14400,OWN,5.0,PERSONAL,A,6000,7.49,1,0.42,N,3,18-25,<25K,41.67,Very High,Default,0,0.43,0.9796,Very High
24,56100,RENT,7.0,MEDICAL,D,25000,16.49,1,0.38,N,4,18-25,50-75K,44.56,High,Default,0,0.57,0.9948,Very High
25,66000,RENT,9.0,VENTURE,D,25000,15.33,1,0.38,Y,2,18-25,50-75K,37.88,High,Default,1,0.25,0.9631,Very High
26,66000,RENT,3.0,HOMEIMPROVEMENT,B,25000,11.58,1,0.38,N,4,26-35,50-75K,37.88,High,Default,0,0.44,0.9757,Very High
25,14400,OWN,7.0,EDUCATION,A,5375,5.79,1,0.37,N,2,18-25,<25K,37.33,High,Default,0,0.25,0.8929,Very High
25,72612,RENT,9.0,MEDICAL,C,25000,13.11,1,0.34,N,2,18-25,50-75K,34.43,High,Default,0,0.25,0.9762,Very High
23,74000,RENT,3.0,MEDICAL,B,25000,10.36,1,0.34,N,3,18-25,50-75K,33.78,High,Default,0,0.5,0.9555,Very High
25,75000,RENT,9.0,DEBTCONSOLIDATION,B,25000,10.36,1,0.33,N,2,18-25,50-75K,33.33,High,Default,0,0.25,0.9602,Very High
24,192000,RENT,0.0,MEDICAL,C,22000,13.48,0,0.11,Y,2,18-25,150K+,11.46,Low,Non-Default,1,0.29,0.1798,Very Low
25,191000,MORTGAGE,1.0,MEDICAL,B,10000,12.53,0,0.05,N,4,18-25,150K+,5.24,Very Low,Non-Default,0,0.5,0.1416,Very Low
26,190300,MORTGAGE,5.0,PERSONAL,A,15000,7.49,0,0.08,N,3,26-35,150K+,7.88,Very Low,Non-Default,0,0.33,0.0571,Very Low
22,190000,MORTGAGE,3.0,VENTURE,C,10000,13.48,0,0.05,N,3,18-25,150K+,5.26,Very Low,Non-Default,0,0.6,0.1395,Very Low
24,75000,RENT,4.0,EDUCATION,B,25000,10.25,1,0.33,N,4,18-25,50-75K,33.33,High,Default,0,0.57,0.9493,Very High
22,71000,RENT,1.0,EDUCATION,D,25000,15.95,1,0.35,Y,4,18-25,50-75K,35.21,High,Default,1,0.8,0.9827,Very High
26,190000,MORTGAGE,3.0,VENTURE,B,20000,12.18,0,0.11,N,4,26-35,150K+,10.53,Low,Non-Default,0,0.44,0.0487,Very Low
23,189996,OWN,0.0,PERSONAL,B,24000,11.83,0,0.13,N,3,18-25,150K+,12.63,Low,Non-Default,0,0.5,0.1004,Very Low
23,78000,RENT,7.0,DEBTCONSOLIDATION,C,25000,13.48,1,0.32,Y,2,18-25,75-100K,32.05,High,Default,1,0.33,0.9607,Very High
23,78000,RENT,1.0,VENTURE,B,25000,10.62,1,0.32,N,3,18-25,75-100K,32.05,High,Default,0,0.5,0.9548,Very High
23,78504,RENT,7.0,VENTURE,B,25000,10.74,1,0.32,N,3,18-25,75-100K,31.85,High,Default,0,0.5,0.9729,Very High
25,186000,OWN,9.0,VENTURE,B,10000,10.25,0,0.05,N,4,18-25,150K+,5.38,Very Low,Non-Default,0,0.5,0.0267,Very Low
24,185000,MORTGAGE,4.0,EDUCATION,B,35000,12.42,0,0.19,N,2,18-25,150K+,18.92,Low,Non-Default,0,0.29,0.1681,Very Low
25,185000,RENT,6.0,VENTURE,C,15000,15.27,0,0.08,N,2,18-25,150K+,8.11,Very Low,Non-Default,0,0.25,0.1737,Very Low
24,62050,RENT,8.0,MEDICAL,D,25000,15.33,1,0.34,Y,2,18-25,50-75K,40.29,High,Default,1,0.29,0.9856,Very High
23,79416,RENT,7.0,VENTURE,D,25000,15.21,1,0.31,Y,2,18-25,75-100K,31.48,High,Default,1,0.33,0.9318,Very High
21,14400,OWN,4.0,VENTURE,C,6250,14.72,1,0.43,N,2,18-25,<25K,43.4,Very High,Default,0,0.5,0.8836,Very High
24,79631,RENT,8.0,PERSONAL,D,25000,15.7,1,0.31,Y,2,18-25,75-100K,31.39,High,Default,1,0.29,0.9282,Very High
24,79632,RENT,0.0,EDUCATION,C,25000,13.35,1,0.31,N,4,18-25,75-100K,31.39,High,Default,0,0.57,0.9565,Very High
21,14400,MORTGAGE,0.0,MEDICAL,C,1500,13.48,0,0.1,N,4,18-25,<25K,10.42,Very Low,Non-Default,0,1.0,0.3742,Low
24,80000,RENT,6.0,EDUCATION,A,25000,6.62,1,0.31,N,2,18-25,75-100K,31.25,High,Default,0,0.29,0.9042,Very High
26,80000,RENT,5.0,DEBTCONSOLIDATION,C,25000,13.61,1,0.31,N,4,26-35,75-100K,31.25,High,Default,0,0.44,0.9065,Very High
22,185000,RENT,4.0,MEDICAL,B,25000,11.36,0,0.14,N,2,18-25,150K+,13.51,Low,Non-Default,0,0.4,0.1604,Very Low
26,185000,OWN,10.0,PERSONAL,A,5000,7.68,0,0.03,N,2,26-35,150K+,2.7,Very Low,Non-Default,0,0.22,0.0601,Very Low
24,184992,RENT,7.0,HOMEIMPROVEMENT,D,22000,14.46,0,0.12,Y,4,18-25,150K+,11.89,Low,Non-Default,1,0.57,0.4334,Moderate
23,184000,OWN,5.0,EDUCATION,B,2500,11.83,0,0.01,N,2,18-25,150K+,1.36,Very Low,Non-Default,0,0.33,0.1216,Very Low
24,172000,MORTGAGE,6.0,DEBTCONSOLIDATION,C,20000,13.47,1,0.12,Y,4,18-25,150K+,11.63,Low,Default,1,0.57,0.256,Low
24,183000,MORTGAGE,2.0,MEDICAL,B,20000,11.49,0,0.11,N,3,18-25,150K+,10.93,Low,Non-Default,0,0.43,0.1398,Very Low
22,183000,MORTGAGE,3.0,EDUCATION,A,1000,7.49,0,0.01,N,2,18-25,150K+,0.55,Very Low,Non-Default,0,0.4,0.085,Very Low
25,182952,MORTGAGE,9.0,PERSONAL,A,15000,6.03,0,0.08,N,3,18-25,150K+,8.2,Very Low,Non-Default,0,0.38,0.0443,Very Low
23,74004,RENT,7.0,DEBTCONSOLIDATION,E,25000,16.35,1,0.34,N,4,18-25,50-75K,33.78,High,Default,0,0.67,0.9955,Very High
26,74004,RENT,10.0,DEBTCONSOLIDATION,D,25000,15.31,1,0.34,Y,4,26-35,50-75K,33.78,High,Default,1,0.44,0.9912,Very High
25,81000,RENT,5.0,DEBTCONSOLIDATION,A,25000,7.29,1,0.31,N,3,18-25,75-100K,30.86,High,Default,0,0.38,0.9115,Very High
23,81600,RENT,1.0,MEDICAL,B,25000,11.36,1,0.31,N,3,18-25,75-100K,30.64,High,Default,0,0.5,0.925,Very High
24,82000,RENT,8.0,VENTURE,B,25000,10.25,0,0.3,N,2,18-25,75-100K,30.49,Moderate,Non-Default,0,0.29,0.1434,Very Low
24,83000,RENT,5.0,EDUCATION,B,25000,11.12,0,0.3,N,3,18-25,75-100K,30.12,Moderate,Non-Default,0,0.43,0.2585,Low
24,83000,RENT,5.0,PERSONAL,D,25000,12.92,0,0.3,Y,3,18-25,75-100K,30.12,Moderate,Non-Default,1,0.43,0.5963,Moderate
24,180000,RENT,8.0,EDUCATION,E,18000,18.64,0,0.1,Y,4,18-25,150K+,10.0,Very Low,Non-Default,1,0.57,0.5175,Moderate
23,180000,MORTGAGE,8.0,PERSONAL,A,28000,7.51,0,0.16,N,3,18-25,150K+,15.56,Low,Non-Default,0,0.5,0.057,Very Low
23,14400,OWN,2.0,HOMEIMPROVEMENT,E,4000,16.7,1,0.28,N,2,18-25,<25K,27.78,Moderate,Default,0,0.33,0.8503,Very High
22,14400,OWN,0.0,PERSONAL,B,2100,11.14,0,0.15,N,4,18-25,<25K,14.58,Low,Non-Default,0,0.8,0.3965,Low
22,84500,RENT,6.0,PERSONAL,F,25000,18.3,0,0.3,N,4,18-25,75-100K,29.59,Moderate,Non-Default,0,0.8,0.6346,High
24,85000,RENT,5.0,MEDICAL,B,25000,10.62,0,0.29,N,4,18-25,75-100K,29.41,Moderate,Non-Default,0,0.57,0.1821,Very Low
24,180000,MORTGAGE,7.0,VENTURE,B,14000,11.99,0,0.08,N,2,18-25,150K+,7.78,Very Low,Non-Default,0,0.29,0.0449,Very Low
26,180000,MORTGAGE,2.0,VENTURE,B,12000,9.63,0,0.07,N,4,26-35,150K+,6.67,Very Low,Non-Default,0,0.44,0.0329,Very Low
25,142800,MORTGAGE,9.0,MEDICAL,F,10000,18.25,1,0.06,N,4,18-25,100-150K,7.0,Very Low,Default,0,0.5,0.807,Very High
23,14664,MORTGAGE,0.0,DEBTCONSOLIDATION,C,6000,13.48,1,0.41,N,4,18-25,<25K,40.92,Very High,Default,0,0.67,0.9481,Very High
24,87000,RENT,8.0,HOMEIMPROVEMENT,D,25000,14.84,0,0.29,N,3,18-25,75-100K,28.74,Moderate,Non-Default,0,0.43,0.5818,Moderate
24,75000,RENT,0.0,VENTURE,E,25000,14.7,1,0.33,Y,3,18-25,50-75K,33.33,High,Default,1,0.43,0.9615,Very High
23,76000,RENT,7.0,DEBTCONSOLIDATION,D,25000,16.02,1,0.33,N,4,18-25,75-100K,32.89,High,Default,0,0.67,0.9958,Very High
23,66215,RENT,1.0,MEDICAL,D,25000,15.37,1,0.32,Y,2,18-25,50-75K,37.76,High,Default,1,0.33,0.9899,Very High
25,90000,RENT,9.0,MEDICAL,B,25000,10.99,0,0.28,N,4,18-25,75-100K,27.78,Moderate,Non-Default,0,0.5,0.2006,Low
21,15000,OWN,0.0,HOMEIMPROVEMENT,A,6200,7.9,1,0.41,N,2,18-25,<25K,41.33,Very High,Default,0,0.5,0.9565,Very High
26,180000,OWN,2.0,PERSONAL,B,25000,10.99,0,0.14,N,4,26-35,150K+,13.89,Low,Non-Default,0,0.44,0.1023,Very Low
24,180000,OWN,8.0,EDUCATION,B,21000,11.48,0,0.12,N,3,18-25,150K+,11.67,Low,Non-Default,0,0.43,0.1042,Very Low
25,180000,OWN,9.0,MEDICAL,C,20000,14.26,0,0.11,Y,4,18-25,150K+,11.11,Low,Non-Default,1,0.5,0.0843,Very Low
26,180000,OWN,0.0,HOMEIMPROVEMENT,A,10000,8.0,0,0.06,N,4,26-35,150K+,5.56,Very Low,Non-Default,0,0.44,0.0615,Very Low
25,180000,MORTGAGE,3.0,VENTURE,B,9950,11.26,0,0.06,N,2,18-25,150K+,5.53,Very Low,Non-Default,0,0.25,0.0334,Very Low
23,15000,OWN,7.0,MEDICAL,B,4475,10.99,1,0.3,N,4,18-25,<25K,29.83,Moderate,Default,0,0.67,0.9599,Very High
23,78000,RENT,2.0,VENTURE,D,25000,16.32,1,0.32,Y,3,18-25,75-100K,32.05,High,Default,1,0.5,0.9647,Very High
25,66300,RENT,3.0,MEDICAL,E,25000,17.93,1,0.32,Y,4,18-25,50-75K,37.71,High,Default,1,0.5,0.9858,Very High
23,90000,RENT,0.0,DEBTCONSOLIDATION,B,25000,11.36,0,0.28,N,3,18-25,75-100K,27.78,Moderate,Non-Default,0,0.5,0.2202,Low
24,79000,RENT,9.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.32,Y,4,18-25,75-100K,31.65,High,Default,1,0.57,0.9812,Very High
24,91800,RENT,4.0,PERSONAL,C,25000,13.43,0,0.27,Y,3,18-25,75-100K,27.23,Moderate,Non-Default,1,0.43,0.2461,Low
25,92000,RENT,6.0,HOMEIMPROVEMENT,B,25000,12.69,0,0.27,N,3,18-25,75-100K,27.17,Moderate,Non-Default,0,0.38,0.2572,Low
24,92000,RENT,1.0,VENTURE,C,25000,12.73,0,0.27,Y,4,18-25,75-100K,27.17,Moderate,Non-Default,1,0.57,0.2257,Low
23,93600,RENT,3.0,VENTURE,D,25000,15.21,0,0.27,N,4,18-25,75-100K,26.71,Moderate,Non-Default,0,0.67,0.4975,Moderate
23,15000,MORTGAGE,1.0,MEDICAL,C,1750,12.68,0,0.12,Y,3,18-25,<25K,11.67,Low,Non-Default,1,0.5,0.3143,Low
23,70550,RENT,3.0,MEDICAL,F,25000,19.04,1,0.3,Y,4,18-25,50-75K,35.44,Moderate,Default,1,0.67,0.874,Very High
25,83800,RENT,2.0,DEBTCONSOLIDATION,D,25000,15.95,1,0.3,Y,3,18-25,75-100K,29.83,Moderate,Default,1,0.38,0.975,Very High
26,175000,MORTGAGE,3.0,VENTURE,A,2600,8.9,0,0.01,N,4,26-35,150K+,1.49,Very Low,Non-Default,0,0.44,0.0338,Very Low
25,175000,MORTGAGE,10.0,HOMEIMPROVEMENT,A,8000,7.9,0,0.05,N,2,18-25,150K+,4.57,Very Low,Non-Default,0,0.25,0.0906,Very Low
22,175000,MORTGAGE,6.0,EDUCATION,B,18000,10.99,0,0.1,N,2,18-25,150K+,10.29,Very Low,Non-Default,0,0.4,0.1517,Very Low
23,175000,MORTGAGE,8.0,PERSONAL,B,21000,11.99,0,0.12,N,3,18-25,150K+,12.0,Low,Non-Default,0,0.5,0.1314,Very Low
23,15000,OWN,4.0,DEBTCONSOLIDATION,C,4000,13.98,1,0.27,N,4,18-25,<25K,26.67,Moderate,Default,0,0.67,0.9506,Very High
23,15000,OWN,4.0,VENTURE,B,4600,10.99,1,0.31,N,2,18-25,<25K,30.67,High,Default,0,0.33,0.944,Very High
22,88000,RENT,6.0,DEBTCONSOLIDATION,D,25000,15.58,1,0.28,Y,2,18-25,75-100K,28.41,Moderate,Default,1,0.4,0.9381,Very High
25,74800,RENT,2.0,MEDICAL,B,25000,10.99,1,0.28,N,2,18-25,50-75K,33.42,Moderate,Default,0,0.25,0.2876,Low
25,88000,RENT,0.0,VENTURE,D,25000,14.96,1,0.28,N,4,18-25,75-100K,28.41,Moderate,Default,0,0.5,0.9475,Very High
25,15000,OWN,2.0,HOMEIMPROVEMENT,D,1750,15.31,0,0.12,Y,4,18-25,<25K,11.67,Low,Non-Default,1,0.5,0.5045,Moderate
26,88000,RENT,2.0,VENTURE,D,25000,15.65,1,0.28,N,3,26-35,75-100K,28.41,Moderate,Default,0,0.33,0.9433,Very High
25,100000,RENT,1.0,VENTURE,B,25000,9.33,0,0.25,N,4,18-25,75-100K,25.0,Moderate,Non-Default,0,0.5,0.0596,Very Low
23,15000,MORTGAGE,0.0,PERSONAL,C,3600,13.47,1,0.24,N,4,18-25,<25K,24.0,Moderate,Default,0,0.67,0.9238,Very High
24,102400,RENT,8.0,PERSONAL,B,25000,10.36,0,0.24,N,3,18-25,100-150K,24.41,Moderate,Non-Default,0,0.43,0.1632,Very Low
24,92000,RENT,1.0,HOMEIMPROVEMENT,E,25000,16.77,1,0.27,Y,4,18-25,75-100K,27.17,Moderate,Default,1,0.57,0.9453,Very High
23,93000,RENT,0.0,DEBTCONSOLIDATION,D,25000,14.59,1,0.27,Y,2,18-25,75-100K,26.88,Moderate,Default,1,0.33,0.9813,Very High
22,175000,RENT,6.0,VENTURE,C,3500,11.91,0,0.02,Y,2,18-25,150K+,2.0,Very Low,Non-Default,1,0.4,0.2033,Low
23,175000,MORTGAGE,3.0,EDUCATION,A,7200,8.38,0,0.04,N,3,18-25,150K+,4.11,Very Low,Non-Default,0,0.5,0.0883,Very Low
25,174708,RENT,9.0,VENTURE,B,9000,10.59,0,0.05,N,3,18-25,150K+,5.15,Very Low,Non-Default,0,0.38,0.0486,Very Low
25,174000,MORTGAGE,2.0,DEBTCONSOLIDATION,C,8800,14.27,0,0.05,N,3,18-25,150K+,5.06,Very Low,Non-Default,0,0.38,0.1764,Very Low
26,174000,RENT,8.0,DEBTCONSOLIDATION,B,12000,12.53,0,0.07,N,4,26-35,150K+,6.9,Very Low,Non-Default,0,0.44,0.158,Very Low
25,162000,MORTGAGE,5.0,DEBTCONSOLIDATION,E,25000,16.0,1,0.15,Y,3,18-25,150K+,15.43,Low,Default,1,0.38,0.9058,Very High
26,173467,MORTGAGE,10.0,VENTURE,B,10000,11.71,0,0.06,N,4,26-35,150K+,5.76,Very Low,Non-Default,0,0.44,0.0399,Very Low
21,15000,OWN,0.0,HOMEIMPROVEMENT,C,3175,11.54,1,0.21,Y,3,18-25,<25K,21.17,Moderate,Default,1,0.75,0.9313,Very High
25,96000,RENT,2.0,HOMEIMPROVEMENT,E,25000,15.68,1,0.26,Y,4,18-25,75-100K,26.04,Moderate,Default,1,0.5,0.9207,Very High
21,15120,MORTGAGE,0.0,EDUCATION,B,1500,10.59,0,0.1,N,2,18-25,<25K,9.92,Very Low,Non-Default,0,0.5,0.3108,Low
24,97908,RENT,8.0,HOMEIMPROVEMENT,D,25000,12.61,1,0.26,Y,2,18-25,75-100K,25.53,Moderate,Default,1,0.29,0.6144,High
26,110000,RENT,3.0,PERSONAL,C,25000,13.48,0,0.23,Y,2,26-35,100-150K,22.73,Moderate,Non-Default,1,0.22,0.2031,Low
23,15204,MORTGAGE,7.0,PERSONAL,A,2800,8.49,1,0.18,N,3,18-25,<25K,18.42,Low,Default,0,0.5,0.9574,Very High
25,159600,RENT,0.0,PERSONAL,D,30000,17.27,1,0.19,Y,4,18-25,150K+,18.8,Low,Default,1,0.5,0.9065,Very High
24,171500,RENT,6.0,DEBTCONSOLIDATION,A,18000,8.9,0,0.1,N,4,18-25,150K+,10.5,Very Low,Non-Default,0,0.57,0.1045,Very Low
25,170004,MORTGAGE,3.0,MEDICAL,B,10000,11.11,0,0.06,N,4,18-25,150K+,5.88,Very Low,Non-Default,0,0.5,0.1285,Very Low
24,158004,RENT,0.0,HOMEIMPROVEMENT,D,25000,14.59,1,0.16,Y,2,18-25,150K+,15.82,Low,Default,1,0.29,0.8834,Very High
26,170000,RENT,0.0,VENTURE,B,13000,12.42,0,0.08,N,3,26-35,150K+,7.65,Very Low,Non-Default,0,0.33,0.073,Very Low
24,83300,RENT,0.0,MEDICAL,D,25000,15.31,1,0.26,N,2,18-25,75-100K,30.01,Moderate,Default,0,0.29,0.9643,Very High
24,110000,RENT,7.0,HOMEIMPROVEMENT,D,25000,15.7,0,0.23,Y,2,18-25,100-150K,22.73,Moderate,Non-Default,1,0.29,0.5222,Moderate
22,15360,OWN,7.0,HOMEIMPROVEMENT,B,2500,12.53,1,0.16,N,3,18-25,<25K,16.28,Low,Default,0,0.6,0.9154,Very High
25,134300,RENT,3.0,MEDICAL,D,5000,16.49,1,0.03,N,2,18-25,100-150K,3.72,Very Low,Default,0,0.25,0.702,High
25,170000,MORTGAGE,2.0,EDUCATION,A,20000,7.49,0,0.12,N,2,18-25,150K+,11.76,Low,Non-Default,0,0.25,0.0517,Very Low
22,100580,RENT,6.0,DEBTCONSOLIDATION,D,25000,14.96,1,0.25,Y,2,18-25,100-150K,24.86,Moderate,Default,1,0.4,0.9149,Very High
25,113000,RENT,7.0,MEDICAL,C,25000,12.73,0,0.22,Y,4,18-25,100-150K,22.12,Moderate,Non-Default,1,0.5,0.2145,Low
24,120000,RENT,8.0,EDUCATION,B,25000,10.65,0,0.21,N,4,18-25,100-150K,20.83,Moderate,Non-Default,0,0.57,0.1775,Very Low
25,120000,RENT,6.0,MEDICAL,B,25000,10.74,0,0.21,N,2,18-25,100-150K,20.83,Moderate,Non-Default,0,0.25,0.1619,Very Low
23,120000,RENT,7.0,EDUCATION,B,25000,9.99,0,0.21,N,2,18-25,100-150K,20.83,Moderate,Non-Default,0,0.33,0.1633,Very Low
24,91800,RENT,5.0,MEDICAL,D,25000,15.33,1,0.23,Y,2,18-25,75-100K,27.23,Moderate,Default,1,0.29,0.7076,High
21,15600,OWN,5.0,VENTURE,A,1000,7.29,0,0.06,N,4,18-25,<25K,6.41,Very Low,Non-Default,0,1.0,0.248,Low
26,108000,RENT,2.0,PERSONAL,D,25000,15.05,1,0.23,N,3,26-35,100-150K,23.15,Moderate,Default,0,0.33,0.9505,Very High
26,129996,RENT,6.0,PERSONAL,B,25000,10.75,0,0.19,N,3,26-35,100-150K,19.23,Low,Non-Default,0,0.33,0.1488,Very Low
23,130000,RENT,4.0,EDUCATION,D,25000,16.02,0,0.19,Y,2,18-25,100-150K,19.23,Low,Non-Default,1,0.33,0.4987,Moderate
23,130000,RENT,7.0,VENTURE,B,25000,11.49,0,0.19,N,4,18-25,100-150K,19.23,Low,Non-Default,0,0.67,0.0871,Very Low
25,170000,OWN,4.0,EDUCATION,B,20000,12.53,0,0.12,N,4,18-25,150K+,11.76,Low,Non-Default,0,0.5,0.1153,Very Low
26,170000,MORTGAGE,0.0,VENTURE,C,12000,13.57,0,0.07,Y,2,26-35,150K+,7.06,Very Low,Non-Default,1,0.22,0.1719,Very Low
22,169000,RENT,1.0,PERSONAL,B,14000,11.14,0,0.08,N,3,18-25,150K+,8.28,Very Low,Non-Default,0,0.6,0.1272,Very Low
26,168750,RENT,10.0,MEDICAL,C,24250,12.87,0,0.14,Y,3,26-35,150K+,14.37,Low,Non-Default,1,0.33,0.155,Very Low
23,168600,RENT,3.0,EDUCATION,B,20000,11.58,0,0.12,N,3,18-25,150K+,11.86,Low,Non-Default,0,0.5,0.1468,Very Low
24,168288,RENT,5.0,HOMEIMPROVEMENT,B,1800,11.12,0,0.01,N,3,18-25,150K+,1.07,Very Low,Non-Default,0,0.43,0.1979,Very Low
25,168000,MORTGAGE,2.0,PERSONAL,B,35000,10.65,0,0.21,N,2,18-25,150K+,20.83,Moderate,Non-Default,0,0.25,0.146,Very Low
24,133300,RENT,6.0,DEBTCONSOLIDATION,B,25000,10.37,0,0.19,N,2,18-25,100-150K,18.75,Low,Non-Default,0,0.29,0.1547,Very Low
24,15600,OWN,5.0,HOMEIMPROVEMENT,A,3300,6.39,1,0.21,N,4,18-25,<25K,21.15,Moderate,Default,0,0.57,0.9729,Very High
24,134000,RENT,8.0,PERSONAL,D,25000,16.07,0,0.19,Y,3,18-25,100-150K,18.66,Low,Non-Default,1,0.43,0.4403,Moderate
25,134000,RENT,7.0,MEDICAL,B,25000,10.62,0,0.19,N,2,18-25,100-150K,18.66,Low,Non-Default,0,0.25,0.1552,Very Low
25,15600,OWN,0.0,VENTURE,F,3200,18.09,1,0.21,N,2,18-25,<25K,20.51,Moderate,Default,0,0.25,0.7917,High
25,135000,RENT,5.0,EDUCATION,B,25000,11.36,0,0.19,N,4,18-25,100-150K,18.52,Low,Non-Default,0,0.5,0.1649,Very Low
26,135660,RENT,10.0,DEBTCONSOLIDATION,B,25000,12.53,0,0.18,N,4,26-35,100-150K,18.43,Low,Non-Default,0,0.44,0.207,Low
25,145000,RENT,0.0,EDUCATION,B,25000,9.99,0,0.17,N,4,18-25,100-150K,17.24,Low,Non-Default,0,0.5,0.1501,Very Low
23,150000,RENT,4.0,EDUCATION,B,25000,10.36,0,0.17,N,3,18-25,100-150K,16.67,Low,Non-Default,0,0.5,0.1358,Very Low
23,165000,MORTGAGE,3.0,EDUCATION,A,9600,5.99,0,0.06,N,3,18-25,150K+,5.82,Very Low,Non-Default,0,0.5,0.0413,Very Low
22,153000,MORTGAGE,5.0,DEBTCONSOLIDATION,D,24000,15.62,1,0.16,Y,2,18-25,150K+,15.69,Low,Default,1,0.4,0.9039,Very High
24,165000,MORTGAGE,5.0,PERSONAL,B,20000,10.37,0,0.12,N,4,18-25,150K+,12.12,Low,Non-Default,0,0.57,0.1257,Very Low
25,165000,MORTGAGE,0.0,HOMEIMPROVEMENT,F,25000,19.74,0,0.15,N,4,18-25,150K+,15.15,Low,Non-Default,0,0.5,0.6482,High
21,165000,MORTGAGE,5.0,EDUCATION,A,20000,6.91,0,0.12,N,4,18-25,150K+,12.12,Low,Non-Default,0,1.0,0.0447,Very Low
23,16000,OWN,7.0,MEDICAL,A,6000,7.9,1,0.38,N,2,18-25,<25K,37.5,High,Default,0,0.33,0.9317,Very High
23,16000,MORTGAGE,3.0,DEBTCONSOLIDATION,C,2275,13.06,0,0.14,Y,4,18-25,<25K,14.22,Low,Non-Default,1,0.67,0.4457,Moderate
23,16000,OWN,7.0,PERSONAL,A,2000,6.39,0,0.13,N,3,18-25,<25K,12.5,Low,Non-Default,0,0.5,0.3453,Low
23,148000,RENT,1.0,DEBTCONSOLIDATION,E,25000,14.93,1,0.17,N,3,18-25,100-150K,16.89,Low,Default,0,0.5,0.9727,Very High
23,16000,MORTGAGE,1.0,MEDICAL,C,5600,12.84,1,0.35,N,4,18-25,<25K,35.0,High,Default,0,0.67,0.951,Very High
24,16020,OWN,3.0,VENTURE,E,3625,17.14,1,0.23,Y,2,18-25,<25K,22.63,Moderate,Default,1,0.29,0.7777,High
